Form,Area,Fluid_AGAS,Fluid_GAS,Fluid_MGAS,Fluid_MOG,Fluid_MOIL,Fluid_OIL,Fluid_UND,Fluid_WATR,production_time,Year,Average Production Days,Ground Elev.,Proj. Depth
7400,5100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17258,1958,0.160655738,1128.4,4186
4800,4000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12020,1958,0,652.9,1533
4100,4000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12020,1958,0,652.9,1533
8400,3200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11943,1958,0.001639344,412.6,1962
2900,1400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19842,1958,0.205901639,831.7,1341
4100,1400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19842,1958,0.205901639,831.7,1341
8400,3200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17141,1959,0.004590164,414.5,2450
4800,6000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19444,1958,0.092131148,767.1,1146
8400,7200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16031,1959,0.010491803,454,2037
8400,5400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14285,1959,0.137704918,628.1,2043
7400,5400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14285,1959,0.137704918,628.1,2043
2900,2400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19633,1959,0.095409836,747.9,1267
4800,5000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19215,1959,0.238032787,1019.3,1686
4100,5000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19215,1959,0.238032787,1019.3,1686
4150,5000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17686,1959,0.398032787,1034.9,1669
4800,5000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17686,1959,0.398032787,1034.9,1669
4535,2000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9701,1959,0.009836066,695.2,1268
8400,7200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13560,1960,0.076393443,462.3,2020
8400,5400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19675,1960,0.905901639,651,2134
7420,5400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19675,1960,0.905901639,651,2134
7390,5400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19675,1960,0.905901639,651,2134
8400,3200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19003,1960,0.028852459,411.4,1997
8200,9000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3310,1999,0.661680349,648.5,2141
8200,9000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3310,1999,0.661680349,648.5,2141
8400,5400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,19038,1961,0.019344262,664.2,2068
8400,5400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,19038,1961,0.019344262,664.2,2068
8400,3200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13865,1961,0.661680349,392.8,1987
8400,8180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16331,1961,0.115737705,626.9,2167
4100,5110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13088,1961,0.22295082,1135.6,1932
1680,5110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13088,1961,0.22295082,1135.6,1932
4800,6200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12388,1961,0,714.4,1457
4535,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16521,1961,0.218688525,731.8,1382
2800,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16521,1961,0.218688525,731.8,1382
4800,2000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8613,1961,0.661680349,855.2,1454
8400,8800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18992,1962,0.404590164,572.6,2070
8400,8800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18992,1962,0.404590164,572.6,2070
8600,8800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16049,1970,0.404590164,572.6,2070
8600,8800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16049,1970,0.404590164,572.6,2070
8400,8800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16049,1970,0.404590164,572.6,2070
8400,8800,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16049,1970,0.404590164,572.6,2070
4535,2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,14078,1962,0,797.3,1435
4100,4900,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5683,1962,0,767.5,1750
2600,7250,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14996,1962,0.083934426,787.2,1242
8400,9000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14967,1962,0.661680349,504,2265
4800,2940,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,17019,1962,0.661680349,1080.7,2768
2600,1200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17439,1962,0,795.6,2256
4800,1200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17439,1962,0,795.6,2256
2850,1200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17439,1962,0,795.6,2256
8400,9000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13170,1963,0.661680349,455.2,2345
8400,3200,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12358,1963,0,407.1,1968
4100,9000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,11234,1963,0.661680349,698.5,1408
4100,9000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,11234,1963,0.661680349,698.5,1408
4100,9000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5538,1978,0.661680349,698.5,1408
4100,9000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5538,1978,0.661680349,698.5,1408
4150,5600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17270,1963,0,894,1341
4150,5600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17270,1963,0,894,1341
4530,5600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2246,2004,0,894,1341
4530,5600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2246,2004,0,894,1341
7400,7300,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13541,1964,0.675409836,1209.3,2244
7400,7300,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13541,1964,0.675409836,1209.3,2244
8400,8180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15995,1964,0.464262295,622,2190
8500,9000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11309,1966,0.661680349,466.4,2317
2600,6800,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7665,2002,0.881967213,700.8,1164
2600,6800,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7665,2002,0.881967213,700.8,1164
2700,6800,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7665,2002,0.881967213,700.8,1164
2700,6800,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7665,2002,0.881967213,700.8,1164
4100,8360,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,17699,1966,0.661680349,750.4,1250
4100,8360,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,17699,1966,0.661680349,750.4,1250
4100,8360,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3351,2005,0.661680349,750.4,1250
4100,8360,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3351,2005,0.661680349,750.4,1250
4580,6440,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18981,1966,0.285245902,670.1,1337
4500,6440,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18981,1966,0.285245902,670.1,1337
2800,6440,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18981,1966,0.285245902,670.1,1337
6200,5810,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19083,1967,0.487213115,1086.3,2379
7700,4485,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18629,1968,0.829180328,678,2972
2900,7600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19524,1968,0.740327869,692.4,1106
2600,2400,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19524,1968,0.740327869,692.4,1106
4535,2000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10466,1968,0.435409836,774.9,1312
2800,320,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7675,2001,0.661680349,772.2,1630
2800,320,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7675,2001,0.661680349,772.2,1630
8500,7740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18979,1969,0.469836066,475.7,2367
8400,4850,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16420,1969,0.767868852,443.9,2353
7400,4850,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16420,1969,0.767868852,443.9,2353
4800,3560,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16781,1969,0.52,672.8,1494
4800,3560,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16781,1969,0.52,672.8,1494
4800,3560,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2952,2007,0.52,672.8,1494
4800,3560,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2952,2007,0.52,672.8,1494
8400,4700,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9099,1969,0.455409836,558.7,1856
2200,8120,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12902,1969,0.135081967,818.2,969
7000,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19319,1970,0.43147541,788.4,3700
7000,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19319,1970,0.43147541,788.4,3700
7000,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19319,1970,0.43147541,788.4,3700
7000,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19319,1970,0.43147541,788.4,3700
7000,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19319,1970,0.43147541,788.4,3700
7000,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19319,1970,0.43147541,788.4,3700
7000,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19319,1970,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
7100,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
7100,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
7100,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
7100,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
7100,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
7100,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
7100,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18997,1971,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11307,1992,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11307,1992,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11307,1992,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11307,1992,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11307,1992,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11307,1992,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11307,1992,0.43147541,788.4,3700
7730,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
7730,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
7730,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
7730,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
7730,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
7730,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
7730,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
7386,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
7386,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
7386,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
7386,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
7386,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
7386,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
7386,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6922,2004,0.43147541,788.4,3700
2200,8120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13131,1969,0.661680349,835.1,1005
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19315,1970,0.369508197,625.4,3852
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19315,1970,0.369508197,625.4,3852
7100,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19315,1970,0.369508197,625.4,3852
7100,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19315,1970,0.369508197,625.4,3852
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12344,1989,0.369508197,625.4,3852
8580,740,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12344,1989,0.369508197,625.4,3852
2200,8120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13103,1969,0.661680349,797.6,978
6200,8000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10421,1977,0.680983607,772.9,1899
6200,8000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10421,1977,0.680983607,772.9,1899
4520,8000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10421,1977,0.680983607,772.9,1899
4520,8000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10421,1977,0.680983607,772.9,1899
2700,5500,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14692,1970,0.661680349,790.9,1067
8400,4470,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12748,1970,0.661680349,472.5,2336
50,4900,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,17603,1970,0.661680349,826.8,49
2630,3380,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14282,1970,0.661680349,735.3,1053
4540,4900,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12068,1977,0.661680349,884.4,1641
4540,4900,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12068,1977,0.661680349,884.4,1641
